,TEXT,label,Contains URL,Contains Monetary Characters,Classification
3177,"havent still waitin as usual... ü come back sch oredi?
",0,1,0,not spam
3178,"in meeting da. i will call you
",0,0,0,not spam
3179,"k k :-):-) then watch some films.
",0,0,0,not spam
3180,"does cinema plus drink appeal tomo? * is a fr thriller by director i like on at mac at 8.30.
",0,0,0,not spam
3181,"there the size of elephant tablets & u shove um up ur ass!!
",0,0,0,not spam
3182,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. take cr da
",0,0,0,not spam
3183,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!
",0,0,0,not spam
3184,"dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
",0,0,0,not spam
3185,"good morning pookie pie! lol hope i didn't wake u up
",0,0,0,not spam
3186,"maybe if you woke up before fucking 3 this wouldn't be a problem.
",0,0,0,not spam
3187,"happy birthday to you....dear.with lots of love.rakhesh nri
",0,0,0,not spam
3188,"howz that persons story
",0,0,0,not spam
3189,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min. bt-national-rate
",1,0,1,spam
3190,"x2  &lt;#&gt; . are you going to get that
",0,0,0,not spam
3191,"hi neva worry bout da truth coz the truth will lead me 2 ur heart. its the least a unique person like u deserve. sleep tight or morning
",0,0,0,not spam
3192,"ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039.skilgme.tscs087147403231winawk!age16+£1.50perwksub
",1,0,1,spam
3193,"is ur paper today in e morn or aft?
",0,0,0,not spam
3194,"i will lick up every drop :) are you ready to use your mouth as well?
",0,0,0,not spam
3195,"and you! will expect you whenever you text! hope all goes well tomo 
",0,0,0,not spam
3196,"great. p diddy is my neighbor and comes for toothpaste every morning
",0,1,0,not spam
3197,"i av a new number,  . wil u only use this one,ta.
",0,0,0,not spam
3198,"so its to be poking man everyday that they teach you in canada abi! how are you. just saying hi.
",0,0,0,not spam
3199,"7 lor... change 2 suntec... wat time u coming?
",0,1,0,not spam
3200,"no de.am seeing in online shop so that i asked.
",0,0,0,not spam
3201,"just curious because my cuz asked what i was up to
",0,0,0,not spam
3202,"nice.nice.how is it working?
",0,0,0,not spam
3203,"okay lor... wah... like that def they wont let us go... haha... what did they say in the terms and conditions?
",0,0,0,not spam
3204,"haha... yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
",0,0,0,not spam
3205,"she's good. how are you. where r u working now
",0,0,0,not spam
3206,"oh, yes, i've just been a little under the weather so i've kind of been coccooning at home
",0,0,0,not spam
3207,"at home also.
",0,0,0,not spam
3208,"this phone has the weirdest auto correct.
",0,0,0,not spam
3209,"oops my phone died and i didn't even know. yeah i like it better.
",0,0,0,not spam
3210,"havent mus ask if u can 1st wat. of meet 4 lunch den u n him meet can already lor. or u wan 2 go ask da ge 1st then confirm w me asap?
",0,0,0,not spam
3211,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,
",0,0,0,not spam
3212,"oh yeah,and hav a great time in newquay-send me a postcard !1 look after all the girls while im gone(u know the 1im talkin bout!)xx
",0,0,0,not spam
3213,"we got a divorce. lol. she.s here
",0,0,0,not spam
3214,"what's ur pin?
",0,0,0,not spam
3215,"babe, have you got enough money to pick up bread and milk ? and i'll give you it back when you get home ?
",0,0,1,not spam
3216,"i want snow. it's just freezing and windy.
",0,0,1,not spam
3217,"urgent! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only
",1,0,1,spam
3218,"come to mahal bus stop.. &lt;decimal&gt;
",0,0,0,not spam
3219,"don know:)this week i'm going to tirunelvai da.
",0,0,0,not spam
3220,"me too baby! i promise to treat you well! i bet you will take good care of me...
",0,0,0,not spam
3221,"its like that hotel dusk game i think. you solve puzzles in a area thing
",0,0,0,not spam
3222,"thanks for your ringtone order, reference number x29. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989180
",1,0,0,spam
3223,"hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !
",0,0,0,not spam
3224,"well that must be a pain to catch
",0,0,0,not spam
3225,"sorry da thangam.it's my mistake.
",0,0,0,not spam
3226,"i need... coz i never go before 
",0,0,0,not spam
3227,"rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
",0,0,0,not spam
3228,"wife.how she knew the time of murder exactly
",0,0,0,not spam
3229,"six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info
",1,1,1,spam
3230,"ur cash-balance is currently 500 pounds - to maximize ur cash-in now send collect to 83600 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1
",1,1,1,spam
3231,"i feel like a dick because i keep sleeping through your texts and facebook messages. sup, you in town?
",0,0,0,not spam
3232,"no plm i will come da. on the way.
",0,1,0,not spam
3233,"guess he wants alone time. we could just show up and watch when they do..
",0,0,0,not spam
3234,"height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-)
",0,0,1,not spam
3235,"yup ü not comin :-(
",0,1,0,not spam
3236,"yes, princess. toledo.
",0,0,0,not spam
3237,"aight text me when you're back at mu and i'll swing by, need somebody to get the door for me
",0,0,0,not spam
3238,"ron say fri leh. n he said ding tai feng cant make reservations. but he said wait lor.
",0,0,0,not spam
3239,"good. no swimsuit allowed :)
",0,0,0,not spam
3240,"am okay. will soon be over. all the best
",0,0,0,not spam
3241,"a cute thought for friendship: ""its not necessary to share every secret with ur close frnd, but watever u shared should be true""....
",0,0,0,not spam
3242,"ok i've sent u da latest version of da project.
",0,0,0,not spam
3243,"good morning my dear........... have a great &amp; successful day.
",0,0,0,not spam
3244,"pls accept me for one day. or am begging you change the number.
",0,0,0,not spam
3245,"squeeeeeze!! this is christmas hug.. if u lik my frndshp den hug me back.. if u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) none? people hate u:
",0,0,0,not spam
3246,"its ok, if anybody asks abt me, u tel them..:-p
",0,0,0,not spam
3247,"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens
",0,0,0,not spam
3248,"* you gonna ring this weekend or wot?
",0,0,0,not spam
3249,"also track down any lighters you can find
",0,0,0,not spam
3250,"sorry, i can't help you on this.
",0,0,0,not spam
3251,"babe, i need your advice
",0,0,0,not spam
3252,"i‘ll leave around four, ok?
",0,0,0,not spam
3253,"come to medical college at 7pm ......forward it da
",0,0,0,not spam
3254,"k:)k..its good:)when are you going?
",0,0,0,not spam
3255,"i can make lasagna for you... vodka...
",0,0,0,not spam
3256,"hi its kate can u give me a ring asap xxx
",0,0,0,not spam
3257,"who were those people ? were you in a tour ? i thought you were doing that sofa thing you sent me ? your curious sugar
",0,0,0,not spam
3258,"no, but you told me you were going, before you got drunk!
",0,0,0,not spam
3259,"he fucking chickened out. he messaged me he would be late and woould buzz me and then i didn't hear a word from him
",0,0,0,not spam
3260,"congratulations! thanks to a good friend u have won the £2,000 xmas prize. 2 claim is easy, just call 08718726978 now! only 10p per minute. bt-national-rate
",1,0,1,spam
3261,"i'm always looking for an excuse to be in the city.
",0,0,0,not spam
3262,"yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...
",0,0,0,not spam
3263,"o shore are you takin the bus
",0,0,0,not spam
3264,"so u gonna get deus ex?
",0,0,0,not spam
3265,"i will send them to your email. do you mind  &lt;#&gt;  times per night?
",0,0,0,not spam
3266,"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.
",1,0,1,spam
3267,"tap & spile at seven. * is that pub on gas st off broad st by canal. ok?
",0,0,0,not spam
3268,"ok then i come n pick u at engin?
",0,1,0,not spam
3269,"which is why i never wanted to tell you any of this. which is why i'm so short with you and on-edge as of late.
",0,0,0,not spam
3270,"raviyog peripherals bhayandar east
",0,0,0,not spam
3271,"k actually can you guys meet me at the sunoco on howard? it should be right on the way
",0,0,0,not spam
3272,"you have 1 new voicemail. please call 08719181513.
",1,0,0,spam
3273,"moon has come to color your dreams, stars to make them musical and my sms to give you warm and peaceful sleep. good night
",0,1,0,not spam
3274,"just finished eating. got u a plate. not leftovers this time.
",0,0,0,not spam
3275,"thanx a lot...
",0,0,0,not spam
3276,"hurry home u big butt. hang up on your last caller if u have to. food is done and i'm starving. don't ask what i cooked.
",0,0,0,not spam
3277,"lol your right. what diet? everyday i cheat anyway. i'm meant to be a fatty :(
",0,0,0,not spam
3278,"its a great day. do have yourself a beautiful one.
",0,0,0,not spam
3279,"what happened in interview?
",0,0,0,not spam
3280,"solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.
",0,0,0,not spam
3281,"badrith is only for chennai:)i will surely pick for us:)no competition for him.
",0,1,0,not spam
3282,"i tot it's my group mate... lucky i havent reply... wat time do ü need to leave... 
",0,0,0,not spam
3283,"hey you around? i've got enough for a half + the ten i owe you
",0,0,0,not spam
3284,"hey tmr maybe can meet you at yck
",0,0,0,not spam
3285,"alrite sam its nic just checkin that this is ur number-so is it?t.b*
",0,0,0,not spam
3286,"they are just making it easy to pay back. i have  &lt;#&gt; yrs to say but i can pay back earlier. you get?
",0,0,0,not spam
3287,"not to worry. i'm sure you'll get it.
",0,0,0,not spam
3288,"the gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
",0,0,0,not spam
3289,"someone u know has asked our dating service 2 contact you! cant guess who? call 09058097189 now all will be revealed. pobox 6, ls15hb 150p 
",1,0,0,spam
3290,"camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days
",1,0,0,spam
3291,"my tuition is at 330. hm we go for the 1120 to 1205 one? do you mind?
",0,0,0,not spam
3292,"i'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit
",0,0,0,not spam
3293,"dear good morning how you feeling dear
",0,0,0,not spam
3294,"a little. meds say take once every 8 hours. it's only been 5 but pain is back. so i took another. hope i don't die
",0,0,0,not spam
3295,"beautiful tomorrow never comes.. when it comes, it's already today.. in the hunt of beautiful tomorrow don't waste your wonderful today.. goodmorning:)
",0,1,0,not spam
3296,"dunno lei ü all decide lor. how abt leona? oops i tot ben is going n i msg him.
",0,0,0,not spam
3297,"hi there. we have now moved in2 our pub . would be great 2 c u if u cud come up.
",0,1,0,not spam
3298,"todays voda numbers ending 5226 are selected to receive a ?350 award. if you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
",1,0,1,spam
3299,"this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18 only
",1,1,1,spam
3300,"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)
",0,0,0,not spam
3301,"just do what ever is easier for you
",0,0,0,not spam
3302,"rct' thnq adrian for u text. rgds vatian
",1,0,0,spam
3303,"stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday
",0,0,0,not spam
3304,"it'll be tough, but i'll do what i have to
",0,0,0,not spam
3305,"im gonnamissu so much!!i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract!! luv yaxx
",0,0,0,not spam
3306,"ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. don't neglet.
",0,0,0,not spam
3307,"hi darlin i finish at 3 do u 1 2 pick me up or meet me? text back on this number luv kate xxx
",0,0,0,not spam
3308,"set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. wish you happy valentines day!
",0,0,0,not spam
3309,"but i'm surprised she still can guess right lor...
",0,0,0,not spam
3310,"okie ü wan meet at bishan? cos me at bishan now. i'm not driving today.
",0,0,0,not spam
3311,"oh ho. is this the first time u use these type of words
",0,0,0,not spam
3312,"hi darlin how was work did u get into trouble? ijust talked to your mum all morning! i had a really good time last night im goin out soon but call me if u can
",0,0,0,not spam
3313,"i know you are serving. i mean what are you doing now.
",0,0,0,not spam
3314,"huh... hyde park not in mel ah, opps, got confused... anyway, if tt's e best choice den we juz have to take it...
",0,0,0,not spam
3315,"oh gei. that happend to me in tron. maybe ill dl it in 3d when its out
",0,0,0,not spam
3316,"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com
",1,1,1,spam
3317,"i know girls always safe and selfish know i got it pa. thank you. good night.
",0,0,0,not spam
3318,"no worries, hope photo shoot went well. have a spiffing fun at workage. 
",0,0,0,not spam
3319,"i'm freezing and craving ice. fml
",0,0,1,not spam
3320,"kay... since we are out already 
",0,0,0,not spam
3321,"eh sorry leh... i din c ur msg. not sad already lar. me watching tv now. u still in office?
",0,0,0,not spam
3322,"yo im right by yo work
",0,0,0,not spam
3323,"ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx
",0,0,0,not spam
3324,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,
",0,0,0,not spam
3325,"i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.
",0,0,0,not spam
3326,"nope... juz off from work...
",0,0,0,not spam
3327,"huh so fast... dat means u havent finished painting?
",0,0,0,not spam
3328," what number do u live at? is it 11?
",0,0,0,not spam
3329,"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore
",0,0,0,not spam
3330,"sac will score big hundred.he is set batsman:-)
",0,0,0,not spam
3331,"send me yetty's number pls.
",0,0,0,not spam
3332,"how much it will cost approx . per month.
",0,0,0,not spam
3333,"ok... the theory test? when are ü going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free
",0,0,1,not spam
3334,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p
",1,0,0,spam
3335,"that's fine, have him give me a call if he knows what he wants or has any questions
",0,0,0,not spam
3336,"sorry, got a late start, we're on the way
",0,0,0,not spam
3337,"then u go back urself lor...
",0,0,0,not spam
3338,"i am at the gas station. go there.
",0,0,0,not spam
3339,"k, if u bored up just come to my home..
",0,1,0,not spam
3340,"babe !!!! i love you !!!! *covers your face in kisses*
",0,0,0,not spam
3341,"like i made him throw up when we were smoking in our friend's car one time, it was awesome
",0,0,0,not spam
3342,"still i have not checked it da. . .
",0,0,0,not spam
3343,"you will go to walmart. i.ll stay.
",0,0,0,not spam
3344,"i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too
",0,0,0,not spam
3345,"oh great. i.ll disturb him more so that we can talk.
",0,0,0,not spam
3346,"reverse is cheating. that is not mathematics.
",0,0,0,not spam
3347,"u're welcome... caught u using broken english again...
",0,1,0,not spam
3348,"no problem baby. is this is a good time to talk? i called and left a message.
",0,0,0,not spam
3349,"sorry, i'll call later
",0,0,0,not spam
3350,"oh is it! which brand?
",0,0,0,not spam
3351,"sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.
",0,1,0,not spam
3352,"at what time are you coming.
",0,1,0,not spam
3353,"call him and say you not coming today ok and tell them not to fool me like this ok
",0,1,0,not spam
3354,"i emailed yifeng my part oredi.. can ü get it fr him..
",0,0,0,not spam
3355,"r u sure they'll understand that! wine * good idea just had a slurp!
",0,0,0,not spam
3356,"minimum walk is 3miles a day.
",0,0,0,not spam
3357,"ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema. 
",0,0,1,not spam
3358,"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla..
",0,0,0,not spam
3359,"i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...
",0,0,0,not spam
3360,"sorry i missed your call let's talk when you have the time. i'm on 07090201529
",1,0,0,spam
3361,"please attend the phone:)
",0,0,0,not spam
3362,"you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
",0,0,0,not spam
3363,"no messages on her phone. i'm holding it now
",0,0,0,not spam
3364,"can... i'm free...
",0,0,1,not spam
3365,"yo my trip got postponed, you still stocked up?
",0,0,0,not spam
3366,"sorry, i'll call later
",0,0,0,not spam
3367,"i am waiting for your call sir.
",0,0,0,not spam
3368,"hey what are you doing. y no reply pa..
",0,0,0,not spam
3369,"hey elaine, is today's meeting still on?
",0,0,0,not spam
3370,"sorry i've not gone to that place. i.ll do so tomorrow. really sorry.
",0,0,0,not spam
3371,"most of the tiime when i don't let you hug me it's so i don't break into tears.
",0,0,0,not spam
3372,"tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
",0,1,0,not spam
3373,"and now electricity just went out fml.
",0,0,0,not spam
3374,"looks like you found something to do other than smoke, great job!
",0,0,0,not spam
3375,"also andros ice etc etc
",0,0,0,not spam
3376,":) 
",0,0,0,not spam
3377,"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea
",0,0,0,not spam
3378,"yup. wun believe wat? u really neva c e msg i sent shuhui?
",0,0,0,not spam
3379,"hows that watch resizing
",0,0,0,not spam
3380,"dear umma she called me now :-)
",0,0,0,not spam
3381,"just finished. missing you plenty
",0,0,0,not spam
3382,"complimentary 4 star ibiza holiday or £10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+
",1,0,1,spam
3383,"well, i meant as opposed to my drunken night of before
",0,0,0,not spam
3384,"k... must book a not huh? so going for yoga basic on sunday?
",0,0,0,not spam
3385,"free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline
",1,0,1,spam
3386,"ok can...
",0,0,0,not spam
3387,"oops - am at my mum's in somerset... bit far! back tomo, see you soon x
",0,0,0,not spam
3388,"so u workin overtime nigpun?
",0,0,0,not spam
3389,"same as kallis dismissial in 2nd test:-).
",0,0,0,not spam
3390,"o. guess they both got screwd
",0,0,0,not spam
3391,"please call 08712402972 immediately as there is an urgent message waiting for you
",1,0,1,spam
3392,"i'm in a meeting, call me later at
",0,0,0,not spam
3393,"what r u cooking me for dinner?
",0,0,0,not spam
3394,"ok thanx...
",0,0,0,not spam
3395,"bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.
",0,0,0,not spam
3396,"then i buy.
",0,0,0,not spam
3397,"urgent! your mobile number has been awarded with a £2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only
",1,0,1,spam
3398,"heehee that was so funny tho
",0,0,0,not spam
3399,"it only does simple arithmetic not percentages.
",0,0,0,not spam
3400,"yeah we wouldn't leave for an hour at least, how's 4 sound?
",0,0,0,not spam
3401,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589
",1,0,1,spam
3402,"thanks honey. have a great day.
",0,0,0,not spam
3403,"'an amazing quote'' - ""sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""
",0,0,0,not spam
3404,"good night my dear.. sleepwell&amp;take care
",0,0,0,not spam
3405,"then ü ask dad to pick ü up lar... ü wan 2 stay until 6 meh...
",0,0,0,not spam
3406,"jus chillaxin, what up
",0,0,0,not spam
3407,"""hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r.""
",0,0,0,not spam
3408,"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" goodmorning
",0,0,0,not spam
3409,"do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705
",1,0,1,spam
3410,"whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though! 
",0,1,0,not spam
3411,"joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.
",0,0,0,not spam
3412,"only once then after ill obey all yours.
",0,0,0,not spam
3413,"no she didnt. i will search online and let you know.
",0,0,0,not spam
3414,"where do you need to go to get it?
",0,0,0,not spam
3415,"no pic. please re-send.
",0,0,0,not spam
3416,"he remains a bro amongst bros
",0,0,0,not spam
3417,"uhhhhrmm isnt having tb test bad when youre sick
",0,0,0,not spam
3418,"but i haf enuff space got like 4 mb...
",0,0,0,not spam
3419,"life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms
",1,1,0,spam
3420,"do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
",1,0,1,spam
3421,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470
",1,0,1,spam
3422,"welcome! please reply with your age and gender to begin. e.g 24m
",1,1,0,spam
3423,"freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly
",1,1,1,spam
3424,"had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out
",1,1,1,spam
3425,"am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl
",1,1,0,spam
3426,"true. its easier with her here.
",0,0,0,not spam
3427,"sure but since my parents will be working on tuesday i don't really need a cover story
",0,0,0,not spam
3428,"haha okay... today weekend leh... 
",0,0,0,not spam
3429,"""hi darlin did youphone me? im athome if youwanna chat.""
",0,0,0,not spam
3430,"i don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
",0,1,0,not spam
3431,"you've always been the brainy one.
",0,0,0,not spam
3432,"yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe
",0,1,0,not spam
3433,"camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
",1,0,0,spam
3434,"christmas is an occasion that is celebrated as a reflection of ur... values..., desires..., affections...&amp; traditions.... have an ideal christmas...
",0,0,0,not spam
3435,"sending you greetings of joy and happiness. do have a gr8 evening
",0,0,0,not spam
3436,"""hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? katexxx""
",0,0,1,not spam
3437,"if india win or level series means this is record:)
",0,0,0,not spam
3438,"then what about further plan?
",0,0,0,not spam
3439,"its good to hear from you
",0,0,0,not spam
3440,"awesome, how do i deal with the gate? charles told me last night but, uh, yeah
",0,0,0,not spam
3441,"what time you thinkin of goin?
",0,0,0,not spam
3442,"get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only
",1,0,1,spam
3443,"save money on wedding lingerie at www.bridal.petticoatdreams.co.uk choose from a superb selection with national delivery. brought to you by weddingfriend
",1,1,1,spam
3444,"your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.
",0,1,0,not spam
3445,"yes but i don't care cause i know its there!
",0,0,0,not spam
3446,"wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. ..
",0,0,0,not spam
3447,"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer... 
",0,0,0,not spam
3448,"sitting ard nothing to do lor. u leh busy w work?
",0,0,0,not spam
3449,"its  &lt;#&gt; k here oh. should i send home for sale.
",0,0,0,not spam
3450,"sorry. || mail? || 
",0,0,0,not spam
3451,"ya just telling abt tht incident..
",0,0,0,not spam
3452,"yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am
",0,0,0,not spam
3453,"ugh just got outta class
",0,0,0,not spam
3454,"nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna
",0,0,0,not spam
3455,"i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
",0,0,0,not spam
3456,"no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.
",0,0,0,not spam
3457,"ok. i.ll do you right later.
",0,0,0,not spam
3458,"friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
",0,0,0,not spam
3459,"have your lunch and come quickly and open the door:)
",0,1,0,not spam
3460,"not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net
",1,0,0,spam
3461,"i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love
",0,0,0,not spam
3462,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
",0,0,0,not spam
3463,"bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com
",1,1,0,spam
3464,"i am seeking a lady in the street and a freak in the sheets. is that you?
",0,0,0,not spam
3465,"my phone
",0,0,0,not spam
3466,"haha figures, well i found the piece and priscilla's bowl
",0,0,0,not spam
3467,"actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though
",0,0,0,not spam
3468,"urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
",1,0,1,spam
3469,"yay! finally lol. i missed our cinema trip last week :-(
",0,0,0,not spam
3470,"all day working day:)except saturday and sunday..
",0,0,0,not spam
3471,"aathi..where are you dear..
",0,0,0,not spam
3472,"heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
",0,0,0,not spam
3473,"i think i‘m waiting for the same bus! inform me when you get there, if you ever get there.
",0,0,0,not spam
3474,"you getting back any time soon?
",0,0,0,not spam
3475,", how's things? just a quick question.
",0,0,0,not spam
3476,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng
",0,1,0,not spam
3477,"i can probably come by, everybody's done around  &lt;#&gt;  right?
",0,1,0,not spam
3478,"i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
",0,0,1,not spam
3479,"i can ask around but there's not a lot in terms of mids up here
",0,0,0,not spam
3480,"be sure to check your yahoo email. we sent photos yesterday
",0,0,0,not spam
3481,"what was she looking for?
",0,0,0,not spam
3482,"wherre's my boytoy ? :-(
",0,0,0,not spam
3483,"do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
",1,0,1,spam
